Date,U_init,etp,prec,FC,WP,zr,dg,kc,area
2008-01-01,16.80207327,20372.23477,13305.6,26,12,189.77,1.31,0.750279,297000
2008-02-01,14.62982045,19214.45508,8984.25,26,12,189.77,1.31,0.750279,297000
2008-03-01,12.37365491,12439.25947,33278.85,26,12,189.77,1.31,0.7462839,297000
2008-04-01,14.03785859,22752.16172,31927.5,26,12,189.77,1.31,0.7462839,297000
2008-05-01,14.22439243,23244.52148,43688.70352,26,12,189.77,1.31,0.7462839,297000
2008-06-01,15.68699368,25141.73203,103081.282,26,12,189.77,1.31,0.7722639,297000
2008-07-01,23.15353508,26054.37949,56066.17148,26,12,189.77,1.31,0.7722639,297000
2008-08-01,24.94599182,25337.57695,45752.85,26,12,189.77,1.31,0.7722639,297000
2008-09-01,25.61512821,20662.69395,7410.15,26,12,189.77,1.31,0.7722639,297000
2008-10-01,22.59831603,15696.76641,19505.47676,26,12,189.77,1.31,0.7680656,297000
2008-11-01,21.63548018,14479.34326,11493.9,26,12,189.77,1.31,0.7680656,297000
2008-12-01,19.99809307,15409.15488,22156.2,26,12,189.77,1.31,0.7680656,297000
2009-01-01,19.35758885,23222.04961,31585.95,26,12,189.77,1.31,0.71861225,297000
2009-02-01,18.59542983,21897.79277,45411.29648,26,12,189.77,1.31,0.71861225,297000
2009-03-01,19.86116344,25810.98574,44267.85,26,12,189.77,1.31,0.73522735,297000
2009-04-01,20.42646218,28518.25781,62199.225,26,12,189.77,1.31,0.73522735,297000
2009-05-01,22.75523564,28742.51074,77108.625,26,12,189.77,1.31,0.73522735,297000
2009-06-01,26.51339806,30299.53008,91602.21797,26,12,189.77,1.31,0.73522735,297000
2009-07-01,31.28083828,27131.32793,22215.60176,26,12,189.77,1.31,0.73522735,297000
2009-08-01,28.66162091,26658.08789,31719.6,26,12,189.77,1.31,0.73522735,297000
2009-09-01,27.37762209,20271.63867,27353.7,26,12,189.77,1.31,0.73522735,297000
2009-10-01,26.55521202,15850.54688,13862.475,26,12,189.77,1.31,0.71213955,297000
2009-11-01,24.88504719,15667.02949,6066.224561,26,12,189.77,1.31,0.71213955,297000
2009-12-01,22.47779429,17944.0207,17782.875,26,12,189.77,1.31,0.71213955,297000
2010-01-01,21.14573309,24360.62344,0,26,12,189.77,1.31,0.7024696,297000
2010-02-01,17.26003329,22832.18789,23500.125,26,12,189.77,1.31,0.7024696,297000
2010-03-01,16.21482287,23312.06016,36018.675,26,12,189.77,1.31,0.69865537,297000
2010-04-01,16.426327,25095.28535,13016.025,26,12,189.77,1.31,0.69865537,297000
2010-05-01,13.91341349,18147.90234,70433.55,26,12,189.77,1.31,0.69865537,297000
2010-06-01,18.96034513,25567.75371,136271.025,26,12,189.77,1.31,0.69865537,297000
2010-07-01,29.65245059,24761.19023,83999.03203,26,12,189.77,1.31,0.69865537,297000
2010-08-01,34.00947021,25152.32813,48262.5,26,12,189.77,1.31,0.69865537,297000
2010-09-01,34.22353385,19466.1334,33122.925,26,12,189.77,1.31,0.69865537,297000
2010-10-01,33.58342983,15659.91738,9466.875,26,12,189.77,1.31,0.67264205,297000
2010-11-01,30.91450513,14846.84297,13684.275,26,12,189.77,1.31,0.67264205,297000
2010-12-01,29.09961551,18012.7459,2873.475,26,12,189.77,1.31,0.67264205,297000
2011-01-01,25.74432897,23356.91074,8063.55,26,12,189.77,1.31,0.6745065,297000
2011-02-01,22.38208693,25650.94746,1536.97511,26,12,189.77,1.31,0.6745065,297000
2011-03-01,18.3529599,24744.94629,56771.54648,26,12,189.77,1.31,0.7049391,297000
2011-04-01,20.66985771,27333.08613,31986.9,26,12,189.77,1.31,0.7049391,297000
2011-05-01,19.83276206,25927.82402,49450.5,26,12,189.77,1.31,0.7049391,297000
2011-06-01,21.20090317,26469.83672,80063.78203,26,12,189.77,1.31,0.7049391,297000
2011-07-01,25.73137059,24935.24883,38535.75,26,12,189.77,1.31,0.7049391,297000
2011-08-01,25.67764415,23983.26504,27056.7,26,12,189.77,1.31,0.71618706,297000
2011-09-01,24.23241935,16928.60449,40904.32852,26,12,189.77,1.31,0.6944274,297000
2011-10-01,25.65713859,14053.57207,27643.27324,26,12,189.77,1.31,0.6944274,297000
2011-11-01,25.73628093,12470.99238,66030.525,26,12,189.77,1.31,0.6944274,297000
2011-12-01,30.3730031,17988.25781,3096.225,26,12,189.77,1.31,0.68715996,297000
2012-01-01,26.88420453,24128.7627,22.27500172,26,12,189.77,1.31,0.68573385,297000
2012-02-01,22.67290894,24114.57012,33561,26,12,189.77,1.31,0.6553564,297000
2012-03-01,22.55871172,27425.2166,24168.375,26,12,189.77,1.31,0.6808139,297000
2012-04-01,20.74504968,26997.42305,29766.825,26,12,189.77,1.31,0.6808139,297000
2012-05-01,19.85103955,25245.04219,37978.875,26,12,189.77,1.31,0.6808139,297000
2012-06-01,20.18045189,26169.91348,65250.9,26,12,189.77,1.31,0.68594265,297000
2012-07-01,23.29659035,22854.7793,50690.475,26,12,189.77,1.31,0.68594265,297000
2012-08-01,25.03370024,25171.35293,76173.075,26,12,189.77,1.31,0.76098365,297000
2012-09-01,27.84341901,19523.24824,29536.65,26,12,189.77,1.31,0.76098365,297000
2012-10-01,26.37761254,16040.70352,48967.875,26,12,189.77,1.31,0.75839335,297000
2012-11-01,26.68275063,13832.60537,26655.75,26,12,189.77,1.31,0.75863284,297000
2012-12-01,25.29584589,16755.59707,11256.30088,26,12,189.77,1.31,0.7587884,297000
2013-01-01,22.56956356,24884.07188,37.125,26,12,189.77,1.31,0.710811,297000
2013-02-01,18.536372,21013.30898,16825.05,26,12,189.77,1.31,0.7096695,297000
2013-03-01,16.33274582,23221.32539,51425.54648,26,12,189.77,1.31,0.7207968,297000
2013-04-01,17.58575797,25786.9582,28764.45,26,12,189.77,1.31,0.7207968,297000
2013-05-01,16.30882634,23161.7584,25445.47676,26,12,189.77,1.31,0.7208856,297000
2013-06-01,15.02792962,21540.9832,29224.8,26,12,189.77,1.31,0.71772015,297000
2013-07-01,14.97537307,19350.16875,27086.39824,26,12,189.77,1.31,0.71772015,297000
2013-08-01,15.03898647,20003.29629,43837.20352,26,12,189.77,1.31,0.7784507,297000
